15000US010070100041,"Block Group 1, Census Tract 100.04, Bibb County, Alabama",897,20.07522,41.9,24655,1979,-87.25291824,33.01276569
15000US010139527002,"Block Group 2, Census Tract 9527, Butler County, Alabama",670,26.71184,58.2,48542,1981,-86.56521506,31.89387994
15000US010150023002,"Block Group 2, Census Tract 23, Calhoun County, Alabama",667,223.6043,47.7,34375,1958,-85.62859178,33.9298966
15000US010159819011,"Block Group 1, Census Tract 9819.01, Calhoun County, Alabama",4,0.1641787,-85.96888418,33.65293823
15000US010159819021,"Block Group 1, Census Tract 9819.02, Calhoun County, Alabama",0,0,-85.9501041,33.71785374
15000US010159819031,"Block Group 1, Census Tract 9819.03, Calhoun County, Alabama",0,0,-85.74788498,33.70246018
15000US010239568004,"Block Group 4, Census Tract 9568, Choctaw County, Alabama",496,5.404885,44.6,34625,1991,-88.17247202,31.96126647
15000US010259576023,"Block Group 3, Census Tract 9576.02, Clarke County, Alabama",749,26.85574,50.1,26563,1992,-87.68413487,31.87912522
15000US010259578003,"Block Group 3, Census Tract 9578, Clarke County, Alabama",618,7.142225,38.8,39732,1994,-87.61698197,31.68723806
15000US010259578004,"Block Group 4, Census Tract 9578, Clarke County, Alabama",255,2.787266,54.9,5896,1966,-87.64206303,31.51204033
15000US010279590003,"Block Group 3, Census Tract 9590, Clay County, Alabama",751,97.2839,47.5,58672,1968,-85.86545587,33.25694788
15000US010279592003,"Block Group 3, Census Tract 9592, Clay County, Alabama",1051,9.639502,34.7,44139,1976,-86.07547874,33.18644864
15000US010419636003,"Block Group 3, Census Tract 9636, Crenshaw County, Alabama",308,7.957167,53.5,28583,1979,-86.40967038,31.72563762
15000US010570200001,"Block Group 1, Census Tract 200, Fayette County, Alabama",649,8.570724,49.9,34769,1976,-87.60309041,33.79556197
15000US010570203004,"Block Group 4, Census Tract 203, Fayette County, Alabama",524,9.959365,32.4,41429,1982,-87.87679917,33.57211658
15000US010730102002,"Block Group 2, Census Tract 102, Jefferson County, Alabama",891,1360.378,41.9,50444,1956,-86.9596511,33.40434028
15000US010750301001,"Block Group 1, Census Tract 301, Lamar County, Alabama",337,6.270841,50.8,40625,1976,-88.0378073,33.81897978
15000US010799796001,"Block Group 1, Census Tract 9796, Lawrence County, Alabama",525,171.3785,40.5,42386,1979,-87.17845911,34.54272026
15000US010830211003,"Block Group 3, Census Tract 211, Limestone County, Alabama",729,181.4432,48.2,44115,1980,-86.95441799,34.75258759
15000US010830212003,"Block Group 3, Census Tract 212, Limestone County, Alabama",1639,35.97255,38,47010,1976,-86.85749045,34.61519229
15000US010857812003,"Block Group 3, Census Tract 7812, Lowndes County, Alabama",394,6.161109,27.9,39464,1983,-86.67169788,32.0547748
15000US010890107024,"Block Group 4, Census Tract 107.02, Madison County, Alabama",1595,825.6407,32.2,,1991,-86.53280345,34.83642739
15000US010939641002,"Block Group 2, Census Tract 9641, Marion County, Alabama",716,29.81064,38,43000,1983,-87.9491441,34.28140749
15000US010939644004,"Block Group 4, Census Tract 9644, Marion County, Alabama",565,11.85847,41.4,18095,1977,-88.09673463,34.09269628
15000US010970004011,"Block Group 1, Census Tract 4.01, Mobile County, Alabama",0,0,-88.05669066,30.7034069
15000US010970036051,"Block Group 1, Census Tract 36.05, Mobile County, Alabama",653,889.8425,19.6,,-88.18244422,30.69518625
15000US010970048002,"Block Group 2, Census Tract 48, Mobile County, Alabama",647,3367.203,20.1,9359,1968,-88.0815417,30.75452858
15000US010970062002,"Block Group 2, Census Tract 62, Mobile County, Alabama",1186,68.68883,49.6,42056,1986,-88.38321166,30.80662612
15000US010970064021,"Block Group 1, Census Tract 64.02, Mobile County, Alabama",913,526.3549,46.9,16522,1997,-88.21633968,30.70471572
15000US010970074001,"Block Group 1, Census Tract 74, Mobile County, Alabama",309,90.9117,22.8,33182,1967,-88.06711801,30.6364635
15000US010979900000,"Block Group 0, Census Tract 9900, Mobile County, Alabama",0,-88.03618691,30.50486781
15000US010990760001,"Block Group 1, Census Tract 760, Monroe County, Alabama",597,17.61524,33.9,38750,1991,-87.25554308,31.48589999
15000US011010009001,"Block Group 1, Census Tract 9, Montgomery County, Alabama",8,4.091344,43.2,,-86.36391624,32.38010834
15000US011010051011,"Block Group 1, Census Tract 51.01, Montgomery County, Alabama",732,49.04964,39.3,54708,2000,-86.26997412,32.46400218
15000US011010055011,"Block Group 1, Census Tract 55.01, Montgomery County, Alabama",580,70.8358,49.9,46250,1985,-86.03907614,32.39327896
15000US011030055001,"Block Group 1, Census Tract 55, Morgan County, Alabama",785,35.93264,43.8,51250,1986,-86.98523215,34.37189641
15000US011030057021,"Block Group 1, Census Tract 57.02, Morgan County, Alabama",718,32.5218,51.1,26556,1988,-86.69202301,34.53836796
15000US011056870001,"Block Group 1, Census Tract 6870, Perry County, Alabama",227,8.645802,5.7,,1959,-87.29992673,32.68372828
15000US011056870006,"Block Group 6, Census Tract 6870, Perry County, Alabama",456,56.49946,46.2,25135,1959,-87.35155943,32.65415221
15000US011130312002,"Block Group 2, Census Tract 312, Russell County, Alabama",944,11.30923,32.5,62794,1998,-85.10982967,32.13330507
15000US011170302171,"Block Group 1, Census Tract 302.17, Shelby County, Alabama",1341,1177.905,58.1,114318473800,-86.65422791,33.42760214
15000US011179800001,"Block Group 1, Census Tract 9800, Shelby County, Alabama",0,0,-86.73158546,33.33793986
15000US011190113003,"Block Group 3, Census Tract 113, Sumter County, Alabama",848,10.26867,32.4,8319,1986,-88.29997785,32.64148081
15000US011239624003,"Block Group 3, Census Tract 9624, Tallapoosa County, Alabama",1006,209.0764,52.6,11810,1981,-85.78113338,32.81996669
15000US011250101032,"Block Group 2, Census Tract 101.03, Tuscaloosa County, Alabama",1389,15.27548,31.7,31368,1980,-87.80432722,33.35569316
15000US011270201003,"Block Group 3, Census Tract 201, Walker County, Alabama",581,227.6404,49.6,41750,1956,-87.2823273,33.8113704
15000US011290443003,"Block Group 3, Census Tract 443, Washington County, Alabama",922,21.17373,23.2,44375,1977,-88.41133568,31.35778925
15000US011310351001,"Block Group 1, Census Tract 351, Wilcox County, Alabama",579,14.84715,41.4,20451,1980,-87.52134758,32.03942864
15000US020200006001,"Block Group 1, Census Tract 6, Anchorage Municipality, Alaska",185,211.9711,50.6,,-149.8555429,61.22367723
15000US020200017311,"Block Group 1, Census Tract 17.31, Anchorage Municipality, Alaska",69,491.0807,28.7,,-149.7407733,61.20765779
15000US020200019003,"Block Group 3, Census Tract 19, Anchorage Municipality, Alaska",144,287.1808,26.9,76932,1964,-149.8830737,61.18442964
15000US020600001002,"Block Group 2, Census Tract 1, Bristol Bay Borough, Alaska",15,28.68329,23.7,,-156.6628327,58.69180683
15000US020900018001,"Block Group 1, Census Tract 18, Fairbanks North Star Borough, Alaska",0,0,-146.6275252,64.6900229
15000US020900019003,"Block Group 3, Census Tract 19, Fairbanks North Star Borough, Alaska",921,0.9053481,55.8,92384,1988,-146.8552968,65.1881058
15000US021850003001,"Block Group 1, Census Tract 3, North Slope Borough, Alaska",2892,0.9117519,48.9,,-149.6611238,70.08235373
15000US021980003001,"Block Group 1, Census Tract 3, Prince of Wales,-Hyder Census Area, Alaska",0,01985,-130.1699778,55.9535846
15000US022200001001,"Block Group 1, Census Tract 1, Sitka City and Borough, Alaska",171,0.06090847,28.4,77000,1988,-135.3164096,57.24386435
15000US022200002006,"Block Group 6, Census Tract 2, Sitka City and Borough, Alaska",276,431.674,33,37256,1969,-135.3656279,57.04743599
15000US040030014021,"Block Group 1, Census Tract 14.02, Cochise County, Arizona",0,0,-110.308305,31.51353193
15000US040030014022,"Block Group 2, Census Tract 14.02, Cochise County, Arizona",0,0,-110.3582832,31.48445204
15000US040050005001,"Block Group 1, Census Tract 5, Coconino County, Arizona",603,190.4192,32.3,71823213800,-111.5497754,35.22748689
15000US040050021002,"Block Group 2, Census Tract 21, Coconino County, Arizona",602,3720.652,39.9,,1978,-111.4565804,36.92121061
